Item Name,Selling,M.R.P,Total Stock
FEM FN TUR CR BLE 8G,29,30,1
FEM FS ROSE DS HRC 60G,62,65,1
FEM FS SANDAL DS HRC 60G,62,65,1
FEM FS TURMER DS HRC 60G,62,65,2
FEM SAFFRON CREME BLEACH 8G,29,30,3
FER ROCHER 50G,146,149,0
FERR ROCHER 529/-,519,529,1
FERRERO ROCHER MOMENTS CHOCOLATE 175/-,165,175,8
FERRERO ROCHER MOMENTS CHOCOLATE 349/-,334,349,5
FERRERO ROCHER MOMENTS CHOCOLATE 895/,870,895,1
FEVI GUM LIME 10/-,9.83,10,16
FEVI GUM LIME 200ML,34,35,6
FEVI GUM LIME 5/-,5,5,16
FEVI KWIK 10/-,9.83,10,3
FEVI KWIK 20/-,19.5,20,6
FEVI KWIK 30/-,29,30,6
FEVI KWIK 5/-,5,5,55
FEVI KWIK GEL 10/-,9.83,10,3
FEVI STICK 15/-,14.5,15,21
FEVI STICK 25/-,24,25,19
FEVI STICK 40/-,38,40,17
FEVI STICK 50/-,48,50,0
FEVI STICK KIDS 25/-,24,25,16
FEVIBOND 25ML 20/,19,20,3
FEVICOL A+ 20/-,19,20,5
FEVICOL A+ 50/-,48,50,8
FEVICOL ALLFIX 35/-,33,35,4
FEVICOL GLUE DROPS,9.83,10,3
FEVICOL MR 10/-,9.83,10,11
FEVICOL MR 20/-,19,20,10
FEVICOL MR 45/-,43,45,0
FEVICOL MR 75/-,73,75,6
FEVICOL SHOEFIX 35/-,33,35,7
FIAMA COOLING SHOWER GEL 250ML,222,225,3
FIAMA GEL BAR 125G,75,76,27
FIAMA LEMON JOJO 125G,75,76,3
FIAMA MEN GEL 125G,72.2,76,18
FIAMA PATCH MACA 125G,67,67,13
FIAMA PATCHOULI MACADADAMIA 250ML,190,199,1
FIAMA PATCHOULI PEACH AVOCADO 250ML,190,199,0
FIAMA PEACH AVO 125G,75,76,11
FIAMA SHOWER GEL 250ML,196,199,0
FIG/ATHIPALAM,65,65,1
FILE A4,45,50,0
FILE BUTTON,20,25,2
FILE FS306/702,55,60,0
FIRADUS CON PER OIL 8ML,85,100,0
FLAIR 0.5 PENCIL LEADS 5/-,5,5,27
FLAIR 0.7 PENCIL LEADS 5/-,5,5,40
FLAIR 0.9 PENCIL LEADS 5/-,5,5,50
FLAIR ACCUMATIC INSTRU BOX 250/-,245,250,1
FLAIR CALC-100S 120/-,118,120,0
FLAIR CALC-512II 350/-,345,350,1
FLAIR CALC-837 360/-,355,360,0
FLAIR CALC-991MS 650/-,645,650,2
FLAIR CARBONIX 0.7 PENCIL10/-,9.83,10,7
FLAIR CARBONIX BALL PEN 10/-,9.83,10,7
FLAIR CARBONIX DUO 2IN1 10/-,9.83,10,14
FLAIR CARBONIX GEL PEN 10/-,9.83,10,8
FLAIR CARBONIX RT BALL PEN 20/-,19,20,16
FLAIR CARBONIX SET BALL PEN 30/-,29,30,0
FLAIR CLICKERS BALL PEN 10/-,9.83,10,2
FLAIR CLIXX 0.5 PENCIL10/-,9.83,10,10
FLAIR CLIXX 0.7 PENCIL10/-,9.83,10,10
FLAIR CLIXX BOLD 0.9 PENCIL10/-,9.83,10,8
FLAIR CONCORDE GEL PEN 20/-,19,20,14
FLAIR CONVERTER 0.7 PENCIL20/-,19,20,8
FLAIR CORRECTION PEN-150 10/-,14.5,15,5
FLAIR CORRECTION PEN-250 25/-,24,25,7
FLAIR CORRECTION PEN-301 30/-,29,30,7
FLAIR DIGITAL BALL PEN 20/-,19,20,22
FLAIR DRAFT 0.7 PENCIL 35/-,34,35,7
FLAIR ECO 2.0 PENCIL10/-,9.83,10,7
FLAIR EINSTEIN INSTRU BOX 225/-,220,225,1
FLAIR EROS METAL PEN 80/-,78,80,5
FLAIR EXPREION ROLLER PEN 50/-,49,50,3
FLAIR EZEE CLICK BALL PEN 5/-,6,6,214
FLAIR FINIX GEL PEN 5N 50/-,24,25,12
FLAIR FX BALL PEN,28,30,2
FLAIR FX BALL PEN 5N 25/-,24,25,31
FLAIR GENEX 0.7 PENCIL10/-,9.83,10,5
FLAIR GILTTER PEN 10/-,9.83,10,70
FLAIR GLITTER PEN 10/-,9.83,10,23
FLAIR HIGHLIGHTER 20/-,19,20,5
FLAIR HIGHLIGHTER FASHION GEL PEN 10/-,9.83,10,5
FLAIR HOTLINE CLR 10/-,9.83,10,143
FLAIR HYDRA GEL PEN 5N 25/-,29,30,12
FLAIR INKY CATRIDGES 3N 10/-,9.83,10,10
FLAIR INKY CEO 50/-,49,50,5
FLAIR INKY CFO 60/-,59,60,7
FLAIR INKY FOUNTAIN PEN 50/-,49,50,7
FLAIR INKY FP ERASER PELICAN 25/-,24,25,5
FLAIR INKY MONSTER FP 55/-,54,55,8
FLAIR INKY NEON FP 60/-,59,60,10
FLAIR INKY PANDA FP 60/-,59,60,2
FLAIR INKY TANKER 75/-,74,75,7
FLAIR INKYTEENZ FP 50/-,49,50,7
FLAIR JETSPEED GEL PEN 10/-,9.83,10,6
FLAIR MARATHON GEL PEN 10/-,9.83,10,11
FLAIR MAX TOCH BALL PEN,9.83,10,10
FLAIR MR.GRIP BALL PEN 5N 30/-,29,30,12
FLAIR OIL PASTELS 12PCS,48,50,3
FLAIR OIL PASTELS 24PCS,105,110,3
FLAIR POP GEL PEN 10/-,9.83,10,21
FLAIR PROMATH INSTRU BOX 100/-,98,100,5
FLAIR Q5 BALL POINT PEN 25/-,24,25,1
FLAIR SILKINA BALL PEN 10/-,9.83,10,40
FLAIR SPYDER GEL PEN 25/-,24,25,0
FLAIR SUNNY BALL PEN 25/-,24,25,1
FLAIR TECHNO GEL PEN 10/-,9.83,10,10
FLAIR TUFF 0.7 PENCIL10/-,9.83,10,10
FLAIR WAX CRAYONS 12PCS,38,40,2
FLAIR WAX CRAYONS 24PCS,73,75,3
FLAIR WRITE KIT 20/-,19,20,8
FLAIR WRITE KIT 50/-,49,50,5
FLAIR WRITO METER PEN 40/-,39,40,2
FLAIR WROTE KIT 100/-,98,100,1
FLAIR WROTE KIT 250/-,245,250,2
FLAIR YOLO BALL PEN 10/,9.5,10,70
FLAIR ZAP GEL MEN 5/,5,5,9
FLAKE SEED 50G OLD,15,20,129
FLAX SEED 50G,15,20,7
FLAX SEED BULK,300,320,11.65
FLOOR CLEANING CLOTH 60/-,60,60,0
FLOOR STICK 95/-,95,105,1
FLOWER LOLLIPOP 10/-,9.83,10,18
FLUBBER TRY PUDDING RS.60/-,55,60,6
FLUBBERS MANGO PUDDING 10/-,9.83,10,0
FLUFFEY MARSHMALLOW 140G,90,95,0
FOGG 1000 ADVENTURE 125GM,207,230,1
FOGG 1000 FOREVER 125GM,207,230,0
FOGG 1000 STATUS125GM,200,230,0
FOGG 1000 ULTIMATE 125GM,207,230,1
FOGG BLEU FOREST 120ML,225,255,1
FOGG BLEU ISLAND 100GMS,229.5,255,0
FOGG BLEU MOUNTAIN 100GMS,229.5,255,0
FOGG BLEU OCEAN,225,255,0
FOGG BLEU SKIES DEO100GMS,229.5,255,0
FOGG BLEU SPRING DEO 100GMS,229.5,255,0
FOGG CLASSIC CELEBRATE 100GMS,202.5,225,0
FOGG CLASSIC INDULGE 100GMS,202.5,225,0
FOGG CLASSIC PEP-UP 100GMS,202.5,225,0
FOGG FAN ABSOLUTE DEO 100G,180,200,1
FOGG FAN DYNAMIC DEO 100G,180,200,0
FOGG FAN EXTREME DEO 100G,190,200,0
FOGG FINE BAY BREEZE 120ML,240,250,1
FOGG FINE BRAZILION BURST,240,250,3
FOGG FINE FIZZY DEW 120ML,240,250,3
FOGG FINE RIO WAVE 120ML,240,250,2
FOGG FINE WOMEN BREEZE 120ML,240,250,2
FOGG FINE WOMEN SPIRING 120ML,240,250,3
FOGG FINE WOMEN YOU*ME,240,250,3
FOGG FLYER MARVEL 100G II,162,180,0
FOGG FRAGNANCE AQUA 100GMS,215,250,3
FOGG FRAGNANCE AROMAT 100GMS,207,230,3
FOGG FRAGNANCE FOUGERE100GMS,207,250,3
FOGG FRAGNANCE ORIENTAL 100GMS,207,250,3
FOGG FRAGNANCE SPICY100GMS,207,250,4
FOGG FRAGNANCE WOODY 100GMS,207,230,2
FOGG MARCO 100GM,179,199,9
FOGG MASTER AGAR 100G,202.5,225,1
FOGG MASTER BLAST TALC 120GM,124,125,3
FOGG MASTER BREEZE TALC 120GM,120,125,1
FOGG MASTER CEDAR 100G,202.5,225,3
FOGG MASTER CEDAR POCKET DEO 25ML,74,75,2
FOGG MASTER IN NAPOLEON 100G,202.5,225,1
FOGG MASTER IN ROYAL 100G,202.5,225,3
FOGG MASTER IN VOYAGER 100G,202.5,225,1
FOGG MASTER INT MARCO 100G,202.5,225,0
FOGG MASTER JOY TALC 120GM,120,125,2
FOGG MASTER OAK POCKET DEO 25ML,74,75,0
FOGG MASTER OAK100G,202.5,225,3
FOGG MASTER PINE 100G,202.5,225,1
FOGG MASTER PINE POCKET DEO 25ML,74,75,4
FOGG MASTER SPLASH TALC 120GM,124,125,1
FOGG MEN IMPERIAL DEO 100GM,179,199,5
FOGG MEN MAJESTIC DEO 100GM,179,199,4
FOGG MEN MONARCH DEO 100GM,179,199,5
FOGG MEN ROYAL 100GM,179,199,1
FOGG MEN VICTOR DEO 100GM,179,199,2
FOGG MOBILE PACK PERFUME 25ML,79,80,37
FOGG NAPOLEN 100GM,178,199,3
FOGG REALMAN FRESH ACTIVE,223,225,4
FOGG REALMAN FRESH MOOD,223,225,1
FOGG REALMAN FRESH MORNING,223,225,1
FOGG REALMAN FRESH SPIRIT,223,225,1
FOGG SCENT CZAR 15ML,76,80,2
FOGG SCENT CZAR 30ML,126,140,3
FOGG SCENT IMPRESSIO 100ML,487,500,0
FOGG SCENT INTENSIO 100ML,450,500,3
FOGG SCENT MAKE MY DAY 100ML,487,500,0
FOGG SCENT PRINCE 15ML,79,80,1
FOGG SCENT PRINCE 30ML,129,140,3
FOGG SCENT SULTAN 15ML,76,80,4
FOGG SCENT SULTAN 30ML,129,140,4
FOGG SCENT TYCOON 15ML,79,80,1
FOGG SCENT TYCOON 30ML,129,140,2
FOGG SCENT XPRESSIO 100ML,450,500,0
FOGG SCENT XTREMO 100ML,450,500,2
FOGG WOMEN DELICIOUS DEO 100GM,179,199,3
FOGG WOMEN ESSENCE 100GM,178,199,3
FOGG WOMEN PARADISE 100GM,179,199,4
FOGG WOMEN PEACEFUL 120ML,240,250,3
FOGG WOMEN RADIATE DEO 100GM,166.5,185,1
FOREST BLACK FOREST INCENSE STICKS 65/-,60,65,10
FOREST JASMINE INCENSE STICKS 65/-,60,65,7
FOREST LAVENDER INCENSE STICKS 65/-,60,65,11
FOREST PINEAPPLE INCENSE STICKS 65/-,60,65,3
FOREST SANDAL INCENSE STICKS 65/-,60,65,2
FOREST WHITE PREMIUM,70,75,5
FORTUNE BRIYANI BASMATHI RICE 1KG,140,175,0
FORTUNE CAN 1L,160,167,0
FORTUNE CHAKKI FRESH ATTA 1KG,54,57,0
FORTUNE CHAKKI FRESH ATTA 5KG,239,270,0
FORTUNE EVERYDAY BASMATHI RICE 1KG,99,149,3
FORTUNE MUSTARD 1L,200,234,4
FORTUNE MUSTARD 500ML,100,107,20
FORTUNE MUSTARD OIL 1LR,228,234,0
FORTUNE RICE BRAN OIL 1LT,185,195,12
FORTUNE ROZANA BASMATHI RICE 1KG,110,130,4
FORTUNE S/F OIL 5LR CAN,850,"1,075.00",0
FORTUNE SUN LITE 1LR,199,215,13
FOUNTATION PEN 40/-,39,40,9
FOUNTATION PEN 50/-,49,50,6
FOXTAIL MILLET 500G,97,99,13
FRESH APP DRIN 250ML,63,65,10
FRESH HONEST AWAKE FILTER COFFEE 200G,93,95,1
FRESH HONEST AWAKE FILTER COFFEE 500G,213,220,1
FRESH LEMON DRINK 250ML,63,65,12
FRESH LEMON MINT DRINK 250ML,63,65,7
FRESH MANDAR DRINK 250ML,63,65,9
FRESH MEL MINT 20 STRIPS,38.5,40,53
FRESH MEL MINT 7 STRIPS,19,20,13
FRESH MEL PAAN 20 STRIPS,39,40,27
FRESH MEL PAAN 7 STRIPS,19,20,24
FRESH MOJIT DRNK 250ML,63,65,7
FRESH PINEAPPLE DRINK 250ML,63,65,6
FRESH POMEGRAN DRIN 250ML,63,65,3
FRESH STRAWBERRY DRINK 250ML,55,60,9
FRESH WATER STRAWBERRY DRNK 250ML,63,65,1
FROOTI 1.2 LITR,69,70,10
FROOTI 160ML,9.83,10,59
FROOTI 2 LITR,97,100,11
FROOTI 300ML,19.5,20,21
FROOTI 600 ML,39,40,21
FROOTI BOT 160ML,9.83,10,36
FRUIT CAKE SLICE 30/-,29,30,7
FRUIT CANDY 40/-,38,40,10
FRUIT CHOCOLATE 20N,20,25,0
FRUIT LOLLIPOP 5/-,5,5,92
FRUIT SUM MANGO 20/-,19,20,3
FRUIT TELLA ORG,29.5,30,10
FRUIT TELLA STRAWBERRY 20/-,29.5,30,1
FRUITCAKE SLICED 15/-,14.25,15,5
FUN FOOD CHESE CHILLI 79/-,77,79,1
FUN FOOD JALAPENO SANDWICH SPREAD 250G,76,79,2
FUN FOOD MUSTARD SAUCE 260/-,68,68,0
FUN FOOD PASTA PIZZA SAUCE 325G,87,89,2
FUN FOOD PEANUT BUTTER CREAMY 400G,165,169,0
FUN FOOD PEANUT BUTTER CRUNCHY 400G,165,169,0
FUN FOOD PIZZA TOPING 100G,38,39,11
FUN FOOD PIZZA TOPING 325G,87,89,2
FUN FOOD SAND WICH SPREAD 39/-,38,39,15
FUN FOOD SAND WICH SPREAD CUCUM CARROT 300G,77,79,8
FUN FOOD SAND WICH SPREAD CUCUM CARROT VEG 300G,77,79,2
FUN FOOD SAND WICH SPREAD GARLIC BELL PEPPER,77,79,0
FUN FOOD SAND WICH SPREAD THOUSAND ISLAND 300G,76,79,5
FUN FOOD VEG MAYONNAISE 100G,38,39,12
FUN FOOD VEG MAYONNAISE BURGER 100G,38,39,4
FUN FOOD VEG MAYONNAISE BURGER 245GM,77,79,2
FUN FOOD VEG MAYONNAISE CLASSIC 245G,77,79,8
FUN FOOD VEG MAYONNAISE GARLIC 100G,38,39,6
FUN FOOD VEG MAYONNAISE GARLIC 250G,77,79,0
FUN FOOD VEG MAYONNAISE GREEN MINT 250G,67,69,1
FUN FOOD VEG MAYONNAISE OLIVE OIL 250G,77,79,4
FUN FOOD VEG MAYONNAISE ORGINAL 250G,77,79,1
FUN FOOD ZUCCHINI SANDWICH SPREAD,76,79,2
FUN FOODS GREEN CHILLI SAUCE 200G,54,55,4
FUN FOODS RED CHILLI SAUCE 220G,54,55,1
FUN FOODS SOYA SAUCE 49/-,54,55,7
FUN FOODS SWEET CHILLI SAUCE 220G,54,55,1
FUN FOODS VEG MAYONNAISE CHILLI 250G,77,79,4
FUN FOODS VEG MAYONNAISE ORIGINAL 400G,123,125,0
FUNFOODS VEG MAYONNAISE TANDOORI 69/-,77,79,4
FUNKINS WONDER PUZZLE 25/-,24,25,1
FUSE PER BAR 20/-,19.5,20,17
FUSE PER BAR 35/-,34,35,8
G MOCHAI 250G,50,55,1
G MURUKKU VADAM 100G,28,35,2
G.D PERUNGAYAM SPL 40G,78,80,0
GALAXY CRISPY 18G,19.5,20,19
GALAXY CRISPY 36G,49,50,8
GALAXY CRISPY 9G,9.83,10,23
GALAXY FRUIT NUT 45/-,49,50,9
GALAXY FRUIT NUT 52G,74,75,7
GALAXY SM 30G,39,40,10
GALAXY SM 56G,69,70,8
GALAXY SMOOTH MILK 110G,138,140,4
GALAXY SMOOTH MILK 19.1G (RS.20),19.5,20,22
GALAXY SMOOTH MILK 9G,9.83,10,25
GANGA CORN FLOUR 200G,15,18,17
GANGA CORN FLOUR 500G,30,40,0
GANGA GRAM FLOUR 200G,18,20,4
GARLIC 10KG,"3,500.00","4,000.00",1
GARLIC 250G,33,45,7
GARLIC 250G OLD,44,60,72
GARLIC 500G,65,80,20
GARLIC 500G OLD,88,110,134
GARLIC BULK,130,150,28.5
GARLIC OOTY 250G,53,70,2
GARLIC OOTY 250G OLD,65,95,20
GARLIC OOTY 500G,105,130,9
GARLIC OOTY 500G OLD,130,149,5
GARLIC OOTY BULK,184,200,6
GARLIC UTHIRI BULK,150,170,3.75
GARNEIR MEN ACNOFIG FACE WASH 50G,97,99,5
GARNEIR MEN ACNOFIG GEL PIM PEN 10ML,146,149,0
GARNIER  FRU LG STR SERUM 100ML,223,230,0
GARNIER  WRINKLE LIFT 18GM,147,150,2
GARNIER BABY LIPS BERRY CRU,170,175,0
GARNIER BABY LIPS CHERRY KISS,170,175,2
GARNIER BABY LIPS PINK LOLITIA,170,175,6
GARNIER BB CREAM 18GM,138,140,1
GARNIER BB CREAM 9GM,79,80,3
GARNIER BL SERUM MASK PU CHAR,97,99,13
GARNIER BLACK NAT SHAMPO NO 1(D BL),38,39,12
GARNIER BLACK NAT SHAMPO NO.2(O BL),38,39,16
GARNIER BLACK NAT SHAMPO NO.3.16(BUR),38,39,28
GARNIER BLACK NAT SHAMPO NO.4(N BR),38,39,13
GARNIER BOLD LINER 24H,242,249,4
GARNIER BRIGHT 30*VITAMIN C 15ML,220,225,3
GARNIER BRIGHT COMPETE NIGHT CREAM,123,125,4
GARNIER BRIGHT COMPLETE DUO ACTION FACE WASH 100G,180,185,3
GARNIER BRIGHT COMPLETE FACE WASH 100G,163,165,3
GARNIER BRIGHT COMPLETE FACE WASH 50G,72,74,4
GARNIER BRIGHT COMPLETE VITA C BB CEAM 9G,83,85,2
GARNIER BRIGHT COMPLETE VITANIN C SERUM CREAM 23G,78,79,6
GARNIER BRIGHT COMPLETE VITANIN C SERUM CREAM 45G,145,149,6
GARNIER CN 1.0 NATURAL BLACK 49/-,48,49,8
GARNIER CN 3.0 DARKEST BROWN 49/-,48,49,0
GARNIER CN 3.16 BURGUNDY 49/-,48,49,2
GARNIER COLOR NATURALS 7.65 RASPBERRY 49/-,48,49,5
GARNIER COLOSSAL KAJAL,175,180,10
GARNIER COLOSSAL SUPER BL,290,300,4
GARNIER COLOUR NATURAL MEN SHAMPOO NO.1(BLACK),112,115,4
GARNIER COLOUR NATURAL MEN SHAMPOO NO.3(BROWN),112,115,3
GARNIER COLOUR NATURAL MEN SHAMPOO NO.3.16(BUR),112,115,4
GARNIER COLOUR NATURAL SHADE NO.1,180,185,4
GARNIER COLOUR NATURAL SHADE NO.3,175,180,3
GARNIER COLOUR NATURAL SHADE NO.3.16,175,180,2
GARNIER COLOUR NATURAL SHADE NO.6.60 INT RED,178,180,1
GARNIER COLOUR NATURAL UNIDOS SH NO.1,83,85,11
GARNIER COLOUR NATURAL UNIDOS SH NO.3 .16(BURGEN),78,80,2
GARNIER COLOUR NATURAL UNIDOS SHADE NO.3 (D BROWN),82.5,85,3
GARNIER CON LONG STR 80ML,73,75,5
GARNIER EXC SMAPK-SHA 1(BL),242,249,2
GARNIER EXC SMAPK-SHA 3(D BRO),242,249,2
GARNIER EXC SMAPK-SHA 3.16(BUR),242,249,2
GARNIER FR CR LONG STR 175ML,160,165,3
GARNIER FRU SHAM LO STR 175ML,236,240,0
GARNIER FRU SHAM LO STR 80ML,54,55,4
GARNIER H BOMB POMEG MASK(BLUE),97,99,8
GARNIER H BOMB SAKURA MASK(PINK),97,99,6
GARNIER LIGHT COM SW 18GM,107,110,1
GARNIER LIGHT COM SW FACE WASH 50G,83,85,0
GARNIER LIGHT COM UV 23GM,57,59,0
GARNIER LIGHT COM UV 45GM,126,129,0
GARNIER LIGHT COMPIET RS70,69,70,0
GARNIER LOREAL 6 OIL CDR 192.5ML,147,150,0
GARNIER LOREAL 6 OIL CDR 75ML,96,99,3
GARNIER LOREAL 6 OIL NO RA REVIVER 180ML,233,240,1
GARNIER LOREAL 6 OIL SHAMPO 192.5ML,131,135,2
GARNIER LOREAL 6 OIL SHAMPO 396ML,255,265,1
GARNIER LOREAL 6 OIL SHAMPO 75ML,64,65,3
GARNIER LOREAL CO PR CDR 192.5ML,147,150,0
GARNIER LOREAL CO PRO CDR 75ML,83,85,3
GARNIER LOREAL COLOR PRO SHAMPO 192.5ML,147,150,0
GARNIER LOREAL COLOR PRO SHAMPO 396ML,275,282,0
GARNIER LOREAL COLOR PRO SHAMPO 75ML,68,69,4
GARNIER LOREAL EX OR CLAY SHAMPO 192.5ML,145,150,3
GARNIER LOREAL EX OR CLAY SHAMPO 396ML,275,282,0
GARNIER LOREAL EX OR CLAY SHAMPO 75ML,68,69,3
GARNIER LOREAL EXT CLAY CDR 75ML,96,99,3
GARNIER LOREAL EXT CLAY REVI 180ML,233,240,0
GARNIER LOREAL FA ANTI DANDRUF SHAMPO 192.5ML,148,150,0
GARNIER LOREAL FA ANTI DANDRUF SHAMPO 360ML,278,282,2
GARNIER LOREAL FA ANTI DANDRUF SHAMPO 75ML,68,69,0
GARNIER LOREAL FALL RE CDR 75ML,96,99,4
GARNIER LOREAL FALL RE SHAMPO 192.5ML,133,135,3
GARNIER LOREAL FALL RE SHAMPO 396ML,255,265,2
GARNIER LOREAL FALL RE SHAMPO 75ML,63,65,3
GARNIER LOREAL KAJAL MAGIQ RS.290,283,290,3
GARNIER LOREAL SM INT SERUM 100ML,246,250,2
GARNIER LOREAL TO RE 5 CDR 192.5ML,191,199,2
GARNIER LOREAL TO RE 5 CDR 75ML RENO,96,99,3
GARNIER LOREAL TO REP REVIVER 180ML,233,240,0
GARNIER LOREAL TR5 SERUM 40ML,170,175,2
GARNIER LOREAL TR5 SERUM 80ML,226,230,1
GARNIER LOREAL TR5 SHAMPO 192.5ML,153,159,4
GARNIER LOREAL TR5 SHAMPO 396ML,258,265,0
GARNIER LOREAL TR5 SHAMPO 75ML,78,79,4
GARNIER LP CA CRE GLO S PACK 200(E B),192,199,3
GARNIER LP CA CRE GLO S PACK 300(D B),192,199,3
GARNIER LP CA CRE GLO S PACK 316(BUR),192,199,1
GARNIER MEN ACNO FIG CREAM 20G,83,85,0
GARNIER MEN ACNO FIGH FACE WASH 100G,158,160,0
GARNIER MEN ACNO FIGHT FACE WASH 60G,97,99,0
GARNIER MEN ACNOFIG FACE WASH 100G,163,165,6
GARNIER MEN ACNOFIG FACE WASH 25G,48,49,2
GARNIER MEN OIL CLEA FACE WASH  100G,158,160,0
GARNIER MEN OIL CLEAN FACE WASH 100G,195,199,7
GARNIER MEN OIL CLEAN FACE WASH 50G,96,99,4
GARNIER MEN OIL CLEAR 50G,77,79,0
GARNIER MEN POWER LI DUO CLEAN FACE WASH 100G,185,190,4
GARNIER MEN POWER LI DUO CLEAN FACE WASH 25G,48,49,6
GARNIER MEN POWER LI DUO CLEAN FACE WASH 50G,95,99,5
GARNIER MEN POWER W H UV PRO 20G,77,79,2
GARNIER MEN POWER WHITE 100G,163,165,0
GARNIER MEN SHAMPOO COLOR 3.0,38,39,9
GARNIER MEN SHAMPOO COLOUR 39/-,38,39,27
GARNIER MILKY SERAM MASK LG 30G,74,75,0
GARNIER POWER LGT INT FAIRNESS FACE WASH 50G,97,99,8
GARNIER PW LGT INT FNESS FW 100G,187,190,3
GARNIER SH LO STR 175ML,130,135,2
GARNIER SKIN PA NEEM FACE WASH 100G,118,120,3
GARNIER SKIN PA NEEM FACE WASH 50G,64,65,2
GARNIER SN GEN FACE WASH 50G,54,55,1
GARNIER SUN CONTROL SPF6 50ML,145,149,2
GARNIER UL DOUX HAIR OIL 100ML,74,75,0
GATORADE BLUE 500ML,49,50,0
GATORADE LEMON 500ML,49,50,1
GATORADE ORANGE 500ML,49,50,0
GATSBY BEARD GROOMING 110ML,215,220,3
GATSBY BEARD GROOMING 25G,98,100,2
GATSBY BODY SHOWER GEL DEEP CLEAN,190,200,0
GATSBY BODY SHOWER GEL ORIGINOL 250ML,180,190,2
GATSBY BODY SHOWER GEL REFRESH 250ML,180,190,2
GATSBY HAIR STYLE EXE FIRM WAX 75GM,175,180,1
GATSBY HAIR STYLE FIBER WAX BOLD RISE 25GM,98,100,0
GATSBY HAIR STYLE FIBER WAX BOLD RISE 75GM,195,200,0
GATSBY HAIR STYLE HARD FREE WAX 25G,88,90,3
GATSBY HAIR STYLE HARD FREE WAX 75GM,175,180,1
GATSBY HAIR STYLE LOOSE FLOW WAX 75GM,175,180,1
GATSBY HAIR STYLE MAT HARD WAX 25GM,88,90,3
GATSBY HAIR STYLE MAT HARD WAX 75GM,195,200,3
GATSBY HAIR STYLE MOHAWK EXTREME FIRM WAX 75GM,73,75,0
GATSBY HAIR STYLE POWER SPIKES WAX 25GM,88,90,2
GATSBY HAIR STYLE POWER SPIKES WAX 75GM,195,200,2
GATSBY HAIR STYLE TOUGH SHINE WAX 75GM,175,180,0
GATSBY HAIR STYLING GEL 100G,98,100,3
GATSBY HAIR STYLING GEL 30G,34,35,0
GATSBY SET KEEP SPRAY EXTRA HOLD 250ML,210,220,3
GATSBY SET KEEP SPRAY EXTRA HOLD 66ML,108,110,1
GATSBY SET KEEP SPRAY SUPER HARD 200ML,210,220,3
GATSBY SET KEEP SPRAY SUPER HARD 66ML,95,100,0
GATSBY SET KEEP SPRAY ULTRA HARD 66ML,102,110,1
GATSBY SETKEEP SPRAY ULTRA HARD 250ML,260,270,3
GATSBY STYLING POMADE PERFECT RAISE 30G,95,100,0
GATSBY WATER GLOSS HARD 150GM,108,110,4
GATSBY WATER GLOSS HARD TUBE 55GM,48,50,1
GATSBY WATER GLOSS HYPER 150GM,108,110,2
GATSBY WATER GLOSS HYPER TUBE 55GM,49,50,1
GATSBY WATER GLOSS SOFT 150GM,98,100,2
GATSBY WATER GLOSS SOFT LEVEL 2 30G,34,35,5
GATSBY WATER GLOSS SOFT TUBE 55GM,49,50,0
GATSBY WATER GLOSS SUPER HARD 150GM,98,100,2
GATSBY WATER GLOSS SUPER HARD TUBE 55GM,49,50,1
GATSBY WG WATER GLOSS HARD LEVEL3 30G,34,35,4
GAURI DRY FIGS 250GM,325,425,2
GEK HOT KOREAN CHICKEN NOODLES 80G,48,49,9
GEK HOT KOREAN VEG NOODLES 80G,48,49,7
GEL PEN 5/-,5,5,16
GEMS,98,100,0
GEMS 10/-,9.83,10,99
GEMS RS.5/-,5,5,120
GERMBLAST SANITIZER 100ML,48,50,3
GERMBLAST SANITIZER 200ML,95,100,7
GERY GONE MAD CHOCO FILL O 10/-,9.83,10,7
GERY GONE MAD STRAWBERRY FILL,9.83,10,11
GIFT BOX 299,299,500,7
GIFT BOX 649,630,900,2
GILLETE 7 CLOCK,73,75,11
GILLETE GUARD 1+12,115,117,4
GILLETE GUARD 1+3,43,44,5
GILLETE MACH 3 CELEBRATING,490,499,6
GILLETSIM 3 VENUS RAZOR,69,70,25
GILLETTE 3X PURE SEN SH GEL 195G,320,329,3
GILLETTE 3X SEN SH GEL 195G,319,329,2
GILLETTE 7 O CLK PER STAIN 10N,23,24,91
GILLETTE 7 O CLK PII RAZ,105,110,7
GILLETTE 7 O CLK READYII,16,16,23
GILLETTE 7 O CLK SU PLA 10N,53,55,2
GILLETTE 7 O CLK SUPER PLATINUM 65/-,64,65,3
GILLETTE 7 O CLK SUPER PLATINUM BOX,630,650,3
GILLETTE 7 O CLOCK SP RZ,75,75,10
GILLETTE 7 O CLOCK STAIN RZ,34,35,14
GILLETTE 7 O CLOK PII CART 5S,195,200,3
GILLETTE 7 O COK STERING RZ,98,100,4
GILLETTE AS RB 50ML,290,299,2
GILLETTE AS SPLASH ARCTIC I 100ML,459,469,3
GILLETTE AS SPLASH ARCTIC I 50ML,262,268,2
GILLETTE AS SPLASH COOL WAVE 100ML,459,469,1
GILLETTE AS SPLASH COOL WAVE 50ML,261,268,2
GILLETTE AS SPLASH RB 100ML,490,499,1
GILLETTE COMFORTABLE SH GEL 70G,147,149,2
GILLETTE FOAM 196G REGULAR,123,125,0
GILLETTE FOAM 418G REGULAR,220,225,2
